text,entities
thu 467k từ quýt đường tại luống 1,"[{""type"": ""MONEY"", ""value"": ""467k"", ""start"": 4, ""end"": 8}, {""type"": ""CROP_NAME"", ""value"": ""quýt đường"", ""start"": 12, ""end"": 22}, {""type"": ""AREA"", ""value"": ""luống 1"", ""start"": 27, ""end"": 34}]"
nhiệt độ nước ở khu A là 18°C,"[{""type"": ""SENSOR_TYPE_TEMP"", ""value"": ""nhiệt độ nước"", ""start"": 0, ""end"": 13}, {""type"": ""AREA"", ""value"": ""khu A"", ""start"": 16, ""end"": 21}, {""type"": ""METRIC_VALUE_TEMP"", ""value"": ""18°C"", ""start"": 25, ""end"": 29}]"
phun thuốc cho xoài Cát Hòa Lộc tại hồ chứa B vào tháng 12,"[{""type"": ""ACTIVITY"", ""value"": ""phun thuốc"", ""start"": 0, ""end"": 10}, {""type"": ""CROP_NAME"", ""value"": ""xoài Cát Hòa Lộc"", ""start"": 15, ""end"": 31}, {""type"": ""AREA"", ""value"": ""hồ chứa B"", ""start"": 36, ""end"": 45}, {""type"": ""DATE"", ""value"": ""tháng 12"", ""start"": 50, ""end"": 58}]"
CO2 trong nhà kính 2 đạt 750 ppm,"[{""type"": ""SENSOR_TYPE_CO2"", ""value"": ""CO2"", ""start"": 0, ""end"": 3}, {""type"": ""AREA"", ""value"": ""nhà kính 2"", ""start"": 10, ""end"": 20}, {""type"": ""METRIC_VALUE_CO2"", ""value"": ""750 ppm"", ""start"": 25, ""end"": 32}]"
phun dầu khoáng cho cam vào tháng này,"[{""type"": ""PESTICIDE"", ""value"": ""dầu khoáng"", ""start"": 5, ""end"": 15}, {""type"": ""CROP_NAME"", ""value"": ""cam"", ""start"": 20, ""end"": 23}, {""type"": ""DATE"", ""value"": ""tháng này"", ""start"": 28, ""end"": 37}]"
cần 20kg phân,"[{""type"": ""QUANTITY"", ""value"": ""20kg"", ""start"": 4, ""end"": 8}]"
giá 58kg khoai sọ là 83k,"[{""type"": ""QUANTITY"", ""value"": ""58kg"", ""start"": 4, ""end"": 8}, {""type"": ""CROP_NAME"", ""value"": ""khoai sọ"", ""start"": 9, ""end"": 17}, {""type"": ""MONEY"", ""value"": ""83k"", ""start"": 21, ""end"": 24}]"
thu 69 nghìn đồng từ mít tại đồng ruộng,"[{""type"": ""MONEY"", ""value"": ""69 nghìn đồng"", ""start"": 4, ""end"": 17}, {""type"": ""CROP_NAME"", ""value"": ""mít"", ""start"": 21, ""end"": 24}, {""type"": ""AREA"", ""value"": ""đồng ruộng"", ""start"": 29, ""end"": 39}]"
diễn ra 3 ngày 2 đêm,"[{""type"": ""DURATION"", ""value"": ""3 ngày 2 đêm"", ""start"": 8, ""end"": 20}]"
cần cày đất chè Shan Tuyết luống A1,"[{""type"": ""ACTIVITY"", ""value"": ""cày đất"", ""start"": 4, ""end"": 11}, {""type"": ""CROP_NAME"", ""value"": ""chè Shan Tuyết"", ""start"": 12, ""end"": 26}, {""type"": ""AREA"", ""value"": ""luống A1"", ""start"": 27, ""end"": 35}]"
ghi nhận thụ phấn tại vườn cam lúc hôm nay,"[{""type"": ""ACTIVITY"", ""value"": ""thụ phấn"", ""start"": 9, ""end"": 17}, {""type"": ""AREA"", ""value"": ""vườn cam"", ""start"": 22, ""end"": 30}, {""type"": ""DATE"", ""value"": ""hôm nay"", ""start"": 35, ""end"": 42}]"
bón 284g phân vi lượng cho vú sữa Lò Rèn ở luống 1,"[{""type"": ""QUANTITY"", ""value"": ""284g"", ""start"": 4, ""end"": 8}, {""type"": ""FERTILIZER"", ""value"": ""phân vi lượng"", ""start"": 9, ""end"": 22}, {""type"": ""CROP_NAME"", ""value"": ""vú sữa Lò Rèn"", ""start"": 27, ""end"": 40}, {""type"": ""AREA"", ""value"": ""luống 1"", ""start"": 43, ""end"": 50}]"
bón 62 cây NPK 16-16-8 cho cà chua ở kho lạnh,"[{""type"": ""QUANTITY"", ""value"": ""62 cây"", ""start"": 4, ""end"": 10}, {""type"": ""FERTILIZER"", ""value"": ""NPK 16-16-8"", ""start"": 11, ""end"": 22}, {""type"": ""CROP_NAME"", ""value"": ""cà chua"", ""start"": 27, ""end"": 34}, {""type"": ""AREA"", ""value"": ""kho lạnh"", ""start"": 37, ""end"": 45}]"
"kiểm tra cường độ ánh sáng ở khu B, đang là 20051 lux","[{""type"": ""SENSOR_TYPE_LIGHT"", ""value"": ""cường độ ánh sáng"", ""start"": 9, ""end"": 26}, {""type"": ""AREA"", ""value"": ""khu B"", ""start"": 29, ""end"": 34}, {""type"": ""METRIC_VALUE_LIGHT"", ""value"": ""20051 lux"", ""start"": 44, ""end"": 53}]"
thu 197k từ bí đao tại vườn cam,"[{""type"": ""MONEY"", ""value"": ""197k"", ""start"": 4, ""end"": 8}, {""type"": ""CROP_NAME"", ""value"": ""bí đao"", ""start"": 12, ""end"": 18}, {""type"": ""AREA"", ""value"": ""vườn cam"", ""start"": 23, ""end"": 31}]"
trả 1.5 triệu tiền Ridomil Gold,"[{""type"": ""MONEY"", ""value"": ""1.5 triệu"", ""start"": 4, ""end"": 13}, {""type"": ""PESTICIDE"", ""value"": ""Ridomil Gold"", ""start"": 19, ""end"": 31}]"
đồng ruộng thu được 4445 m2 mít ruột đỏ vụ muộn,"[{""type"": ""AREA"", ""value"": ""đồng ruộng"", ""start"": 0, ""end"": 10}, {""type"": ""QUANTITY"", ""value"": ""4445 m2"", ""start"": 20, ""end"": 27}, {""type"": ""CROP_NAME"", ""value"": ""mít ruột đỏ"", ""start"": 28, ""end"": 39}, {""type"": ""SEASON"", ""value"": ""vụ muộn"", ""start"": 40, ""end"": 47}]"
thu 354k từ bưởi Diễn tại khu B,"[{""type"": ""MONEY"", ""value"": ""354k"", ""start"": 4, ""end"": 8}, {""type"": ""CROP_NAME"", ""value"": ""bưởi Diễn"", ""start"": 12, ""end"": 21}, {""type"": ""AREA"", ""value"": ""khu B"", ""start"": 26, ""end"": 31}]"
cần 1.5 tấn dung dịch thủy canh cho cà rốt vụ đông xuân,"[{""type"": ""QUANTITY"", ""value"": ""1.5 tấn"", ""start"": 4, ""end"": 11}, {""type"": ""FERTILIZER"", ""value"": ""dung dịch thủy canh"", ""start"": 12, ""end"": 31}, {""type"": ""CROP_NAME"", ""value"": ""cà rốt"", ""start"": 36, ""end"": 42}, {""type"": ""SEASON"", ""value"": ""vụ đông xuân"", ""start"": 43, ""end"": 55}]"
kiểm tra hệ thống tưới nhỏ giọt ở hồ chứa B,"[{""type"": ""DEVICE"", ""value"": ""hệ thống tưới nhỏ giọt"", ""start"": 9, ""end"": 31}, {""type"": ""AREA"", ""value"": ""hồ chứa B"", ""start"": 34, ""end"": 43}]"
trả 6 tỷ tiền bệnh thối rễ,"[{""type"": ""MONEY"", ""value"": ""6 tỷ"", ""start"": 4, ""end"": 8}, {""type"": ""PESTICIDE"", ""value"": ""bệnh thối rễ"", ""start"": 14, ""end"": 26}]"
cần 2 tấn phân hữu cơ cho xoài vụ Tết,"[{""type"": ""QUANTITY"", ""value"": ""2 tấn"", ""start"": 4, ""end"": 9}, {""type"": ""FERTILIZER"", ""value"": ""phân hữu cơ"", ""start"": 10, ""end"": 21}, {""type"": ""CROP_NAME"", ""value"": ""xoài"", ""start"": 26, ""end"": 30}, {""type"": ""SEASON"", ""value"": ""vụ Tết"", ""start"": 31, ""end"": 37}]"
cây đinh lăng,"[{""type"": ""CROP_NAME"", ""value"": ""đinh lăng"", ""start"": 4, ""end"": 13}]"
đồng ruộng có độ ẩm 91%,"[{""type"": ""AREA"", ""value"": ""đồng ruộng"", ""start"": 0, ""end"": 10}, {""type"": ""SENSOR_TYPE_HUMID"", ""value"": ""độ ẩm"", ""start"": 14, ""end"": 19}, {""type"": ""METRIC_VALUE_HUMID"", ""value"": ""91%"", ""start"": 20, ""end"": 23}]"
bón phân cho hoa sen tại nhà kính 2 vào chiều nay,"[{""type"": ""ACTIVITY"", ""value"": ""bón phân"", ""start"": 0, ""end"": 8}, {""type"": ""CROP_NAME"", ""value"": ""hoa sen"", ""start"": 13, ""end"": 20}, {""type"": ""AREA"", ""value"": ""nhà kính 2"", ""start"": 25, ""end"": 35}, {""type"": ""DATE"", ""value"": ""chiều nay"", ""start"": 40, ""end"": 49}]"
bón thúc đậu cô ve ở vườn cam,"[{""type"": ""ACTIVITY"", ""value"": ""bón thúc"", ""start"": 0, ""end"": 8}, {""type"": ""CROP_NAME"", ""value"": ""đậu cô ve"", ""start"": 9, ""end"": 18}, {""type"": ""AREA"", ""value"": ""vườn cam"", ""start"": 21, ""end"": 29}]"
bón lót cho lúa tẻ tại luống A1 vào sáng nay,"[{""type"": ""ACTIVITY"", ""value"": ""bón lót"", ""start"": 0, ""end"": 7}, {""type"": ""CROP_NAME"", ""value"": ""lúa tẻ"", ""start"": 12, ""end"": 18}, {""type"": ""AREA"", ""value"": ""luống A1"", ""start"": 23, ""end"": 31}, {""type"": ""DATE"", ""value"": ""sáng nay"", ""start"": 36, ""end"": 44}]"
đo pH tại kho vật tư được 7.5,"[{""type"": ""SENSOR_TYPE_PH"", ""value"": ""pH"", ""start"": 3, ""end"": 5}, {""type"": ""AREA"", ""value"": ""kho vật tư"", ""start"": 10, ""end"": 20}, {""type"": ""METRIC_VALUE_PH"", ""value"": ""7.5"", ""start"": 26, ""end"": 29}]"
phun rệp sáp cho mãng cầu xiêm vào ngày mai,"[{""type"": ""PESTICIDE"", ""value"": ""rệp sáp"", ""start"": 5, ""end"": 12}, {""type"": ""CROP_NAME"", ""value"": ""mãng cầu xiêm"", ""start"": 17, ""end"": 30}, {""type"": ""DATE"", ""value"": ""ngày mai"", ""start"": 35, ""end"": 43}]"
cần 2 ha phân trùn quế cho hoa mai mùa thu,"[{""type"": ""QUANTITY"", ""value"": ""2 ha"", ""start"": 4, ""end"": 8}, {""type"": ""FERTILIZER"", ""value"": ""phân trùn quế"", ""start"": 9, ""end"": 22}, {""type"": ""CROP_NAME"", ""value"": ""hoa mai"", ""start"": 27, ""end"": 34}, {""type"": ""SEASON"", ""value"": ""mùa thu"", ""start"": 35, ""end"": 42}]"
vườn ươm thu được 497kg tiêu sọ mùa đông,"[{""type"": ""AREA"", ""value"": ""vườn ươm"", ""start"": 0, ""end"": 8}, {""type"": ""QUANTITY"", ""value"": ""497kg"", ""start"": 18, ""end"": 23}, {""type"": ""CROP_NAME"", ""value"": ""tiêu sọ"", ""start"": 24, ""end"": 31}, {""type"": ""SEASON"", ""value"": ""mùa đông"", ""start"": 32, ""end"": 40}]"
nhà kính 2 có độ ẩm không khí 64%,"[{""type"": ""AREA"", ""value"": ""nhà kính 2"", ""start"": 0, ""end"": 10}, {""type"": ""SENSOR_TYPE_HUMID"", ""value"": ""độ ẩm không khí"", ""start"": 14, ""end"": 29}, {""type"": ""METRIC_VALUE_HUMID"", ""value"": ""64%"", ""start"": 30, ""end"": 33}]"
hoa huệ tại nhà kính 2 bị bả chuột,"[{""type"": ""CROP_NAME"", ""value"": ""hoa huệ"", ""start"": 0, ""end"": 7}, {""type"": ""AREA"", ""value"": ""nhà kính 2"", ""start"": 12, ""end"": 22}, {""type"": ""PESTICIDE"", ""value"": ""bả chuột"", ""start"": 26, ""end"": 34}]"
phun Regent cho nhãn xuồng cơm vàng vào tối qua,"[{""type"": ""PESTICIDE"", ""value"": ""Regent"", ""start"": 5, ""end"": 11}, {""type"": ""CROP_NAME"", ""value"": ""nhãn xuồng cơm vàng"", ""start"": 16, ""end"": 35}, {""type"": ""DATE"", ""value"": ""tối qua"", ""start"": 40, ""end"": 47}]"
thu 414 nghìn đồng từ tắc tại nhà màng số 1,"[{""type"": ""MONEY"", ""value"": ""414 nghìn đồng"", ""start"": 4, ""end"": 18}, {""type"": ""CROP_NAME"", ""value"": ""tắc"", ""start"": 22, ""end"": 25}, {""type"": ""AREA"", ""value"": ""nhà màng số 1"", ""start"": 30, ""end"": 43}]"
cần 6 tạ Super Lân cho xoài Đài Loan đầu mùa,"[{""type"": ""QUANTITY"", ""value"": ""6 tạ"", ""start"": 4, ""end"": 8}, {""type"": ""FERTILIZER"", ""value"": ""Super Lân"", ""start"": 9, ""end"": 18}, {""type"": ""CROP_NAME"", ""value"": ""xoài Đài Loan"", ""start"": 23, ""end"": 36}, {""type"": ""SEASON"", ""value"": ""đầu mùa"", ""start"": 37, ""end"": 44}]"
cần lên luống sầu riêng Ri6 đồng ruộng,"[{""type"": ""ACTIVITY"", ""value"": ""lên luống"", ""start"": 4, ""end"": 13}, {""type"": ""CROP_NAME"", ""value"": ""sầu riêng Ri6"", ""start"": 14, ""end"": 27}, {""type"": ""AREA"", ""value"": ""đồng ruộng"", ""start"": 28, ""end"": 38}]"
đồng ruộng thu được 364kg vải thiều vụ muộn,"[{""type"": ""AREA"", ""value"": ""đồng ruộng"", ""start"": 0, ""end"": 10}, {""type"": ""QUANTITY"", ""value"": ""364kg"", ""start"": 20, ""end"": 25}, {""type"": ""CROP_NAME"", ""value"": ""vải thiều"", ""start"": 26, ""end"": 35}, {""type"": ""SEASON"", ""value"": ""vụ muộn"", ""start"": 36, ""end"": 43}]"
giá trị pH đất,"[{""type"": ""SENSOR_TYPE"", ""value"": ""pH đất"", ""start"": 8, ""end"": 14}]"
cần 1.5 tấn phân kali cho lúa cẩm mùa thu,"[{""type"": ""QUANTITY"", ""value"": ""1.5 tấn"", ""start"": 4, ""end"": 11}, {""type"": ""FERTILIZER"", ""value"": ""phân kali"", ""start"": 12, ""end"": 21}, {""type"": ""CROP_NAME"", ""value"": ""lúa cẩm"", ""start"": 26, ""end"": 33}, {""type"": ""SEASON"", ""value"": ""mùa thu"", ""start"": 34, ""end"": 41}]"
kỹ thuật trồng rau mầm,"[{""type"": ""TECHNIQUE"", ""value"": ""trồng rau mầm"", ""start"": 9, ""end"": 23}]"
thu hoạch ớt sừng vụ mùa,"[{""type"": ""CROP_NAME"", ""value"": ""ớt sừng"", ""start"": 10, ""end"": 17}, {""type"": ""SEASON"", ""value"": ""vụ mùa"", ""start"": 18, ""end"": 24}]"
cần 5 tấn phân trùn quế cho lúa cẩm mùa mưa,"[{""type"": ""QUANTITY"", ""value"": ""5 tấn"", ""start"": 4, ""end"": 9}, {""type"": ""FERTILIZER"", ""value"": ""phân trùn quế"", ""start"": 10, ""end"": 23}, {""type"": ""CROP_NAME"", ""value"": ""lúa cẩm"", ""start"": 28, ""end"": 35}, {""type"": ""SEASON"", ""value"": ""mùa mưa"", ""start"": 36, ""end"": 43}]"
mùa nước nổi trồng gì?,"[{""type"": ""SEASON"", ""value"": ""mùa nước nổi"", ""start"": 0, ""end"": 12}]"
trạng thái hệ thống tưới tự động,"[{""type"": ""DEVICE"", ""value"": ""hệ thống tưới tự động"", ""start"": 11, ""end"": 32}]"
giống hồng xiêm này tốt không,"[{""type"": ""CROP_NAME"", ""value"": ""hồng xiêm"", ""start"": 6, ""end"": 15}]"
lắp đặt lưới cắt nắng cho vườn ươm,"[{""type"": ""DEVICE"", ""value"": ""lưới cắt nắng"", ""start"": 8, ""end"": 21}, {""type"": ""AREA"", ""value"": ""vườn ươm"", ""start"": 26, ""end"": 34}]"
ghi nhận tưới cây tại hồ chứa B lúc tháng này,"[{""type"": ""ACTIVITY"", ""value"": ""tưới cây"", ""start"": 9, ""end"": 17}, {""type"": ""AREA"", ""value"": ""hồ chứa B"", ""start"": 22, ""end"": 31}, {""type"": ""DATE"", ""value"": ""tháng này"", ""start"": 36, ""end"": 45}]"
ủ phân cho dứa tại luống A1 vào 9:30,"[{""type"": ""ACTIVITY"", ""value"": ""ủ phân"", ""start"": 0, ""end"": 6}, {""type"": ""CROP_NAME"", ""value"": ""dứa"", ""start"": 11, ""end"": 14}, {""type"": ""AREA"", ""value"": ""luống A1"", ""start"": 19, ""end"": 27}, {""type"": ""DATE"", ""value"": ""9:30"", ""start"": 32, ""end"": 36}]"
chuối Laba bị vàng lá,"[{""type"": ""CROP_NAME"", ""value"": ""chuối Laba"", ""start"": 0, ""end"": 10}]"
tưới 877g nước cho khu B lúc tối qua,"[{""type"": ""QUANTITY"", ""value"": ""877g"", ""start"": 5, ""end"": 9}, {""type"": ""AREA"", ""value"": ""khu B"", ""start"": 19, ""end"": 24}, {""type"": ""DATE"", ""value"": ""tối qua"", ""start"": 29, ""end"": 36}]"
lắp đặt cảm biến cho luống 1,"[{""type"": ""DEVICE"", ""value"": ""cảm biến"", ""start"": 8, ""end"": 16}, {""type"": ""AREA"", ""value"": ""luống 1"", ""start"": 21, ""end"": 28}]"
bật máy cày ở khu B trong 29 phút,"[{""type"": ""DEVICE"", ""value"": ""máy cày"", ""start"": 4, ""end"": 11}, {""type"": ""AREA"", ""value"": ""khu B"", ""start"": 14, ""end"": 19}, {""type"": ""DURATION"", ""value"": ""29 phút"", ""start"": 26, ""end"": 33}]"
phun bọ trĩ cho ngô nếp vào tháng này,"[{""type"": ""PESTICIDE"", ""value"": ""bọ trĩ"", ""start"": 5, ""end"": 11}, {""type"": ""CROP_NAME"", ""value"": ""ngô nếp"", ""start"": 16, ""end"": 23}, {""type"": ""DATE"", ""value"": ""tháng này"", ""start"": 28, ""end"": 37}]"
phun ốc bươu vàng cho nghệ vào thứ hai,"[{""type"": ""PESTICIDE"", ""value"": ""ốc bươu vàng"", ""start"": 5, ""end"": 17}, {""type"": ""CROP_NAME"", ""value"": ""nghệ"", ""start"": 22, ""end"": 26}, {""type"": ""DATE"", ""value"": ""thứ hai"", ""start"": 31, ""end"": 38}]"
lắp đặt máy phun sương cho khu thử nghiệm,"[{""type"": ""DEVICE"", ""value"": ""máy phun sương"", ""start"": 8, ""end"": 22}, {""type"": ""AREA"", ""value"": ""khu thử nghiệm"", ""start"": 27, ""end"": 41}]"
thu hoạch 275g điều ở vườn cam,"[{""type"": ""QUANTITY"", ""value"": ""275g"", ""start"": 10, ""end"": 14}, {""type"": ""CROP_NAME"", ""value"": ""điều"", ""start"": 15, ""end"": 19}, {""type"": ""AREA"", ""value"": ""vườn cam"", ""start"": 22, ""end"": 30}]"
nhiệt độ nước ở vườn cam là 15.4°C,"[{""type"": ""SENSOR_TYPE_TEMP"", ""value"": ""nhiệt độ nước"", ""start"": 0, ""end"": 13}, {""type"": ""AREA"", ""value"": ""vườn cam"", ""start"": 16, ""end"": 24}, {""type"": ""METRIC_VALUE_TEMP"", ""value"": ""15.4°C"", ""start"": 28, ""end"": 34}]"
luống A1 thu được 9 ha khoai sọ vụ Tết,"[{""type"": ""AREA"", ""value"": ""luống A1"", ""start"": 0, ""end"": 8}, {""type"": ""QUANTITY"", ""value"": ""9 ha"", ""start"": 18, ""end"": 22}, {""type"": ""CROP_NAME"", ""value"": ""khoai sọ"", ""start"": 23, ""end"": 31}, {""type"": ""SEASON"", ""value"": ""vụ Tết"", ""start"": 32, ""end"": 38}]"
thu hoạch hoa hồng vụ 2,"[{""type"": ""CROP_NAME"", ""value"": ""hoa hồng"", ""start"": 10, ""end"": 18}, {""type"": ""SEASON"", ""value"": ""vụ 2"", ""start"": 19, ""end"": 23}]"
cây tía tô,"[{""type"": ""CROP_NAME"", ""value"": ""tía tô"", ""start"": 4, ""end"": 10}]"
kỹ thuật trồng nấm linh chi,"[{""type"": ""TECHNIQUE"", ""value"": ""trồng nấm linh chi"", ""start"": 9, ""end"": 27}]"
kỹ thuật chăm sóc húng quế,"[{""type"": ""CROP_NAME"", ""value"": ""húng quế"", ""start"": 18, ""end"": 26}]"
xới đất cho cao su tại đồng ruộng vào ngày mai,"[{""type"": ""ACTIVITY"", ""value"": ""xới đất"", ""start"": 0, ""end"": 7}, {""type"": ""CROP_NAME"", ""value"": ""cao su"", ""start"": 12, ""end"": 18}, {""type"": ""AREA"", ""value"": ""đồng ruộng"", ""start"": 23, ""end"": 33}, {""type"": ""DATE"", ""value"": ""ngày mai"", ""start"": 38, ""end"": 46}]"
ánh sáng hiện tại là bao nhiêu,"[{""type"": ""SENSOR_TYPE"", ""value"": ""ánh sáng"", ""start"": 0, ""end"": 8}]"
xem EC đất ở khu A,"[{""type"": ""SENSOR_TYPE"", ""value"": ""EC đất"", ""start"": 4, ""end"": 10}, {""type"": ""AREA"", ""value"": ""khu A"", ""start"": 13, ""end"": 18}]"
thu 72 triệu từ chuối tại luống A1,"[{""type"": ""MONEY"", ""value"": ""72 triệu"", ""start"": 4, ""end"": 12}, {""type"": ""CROP_NAME"", ""value"": ""chuối"", ""start"": 16, ""end"": 21}, {""type"": ""AREA"", ""value"": ""luống A1"", ""start"": 26, ""end"": 34}]"
thu hoạch 68 lít chuối Laba ở vườn cam,"[{""type"": ""QUANTITY"", ""value"": ""68 lít"", ""start"": 10, ""end"": 16}, {""type"": ""CROP_NAME"", ""value"": ""chuối Laba"", ""start"": 17, ""end"": 27}, {""type"": ""AREA"", ""value"": ""vườn cam"", ""start"": 30, ""end"": 38}]"
chi phí làm cỏ là 531.000đ,"[{""type"": ""ACTIVITY"", ""value"": ""làm cỏ"", ""start"": 8, ""end"": 14}, {""type"": ""MONEY"", ""value"": ""531.000đ"", ""start"": 18, ""end"": 26}]"
trồng 165ml hoa súng tại kho lạnh,"[{""type"": ""QUANTITY"", ""value"": ""165ml"", ""start"": 6, ""end"": 11}, {""type"": ""CROP_NAME"", ""value"": ""hoa súng"", ""start"": 12, ""end"": 20}, {""type"": ""AREA"", ""value"": ""kho lạnh"", ""start"": 25, ""end"": 33}]"
vải u trứng bị vàng lá,"[{""type"": ""CROP_NAME"", ""value"": ""vải u trứng"", ""start"": 0, ""end"": 11}]"
phun Confidor cho ổi Nữ Hoàng vào 15/10,"[{""type"": ""PESTICIDE"", ""value"": ""Confidor"", ""start"": 5, ""end"": 13}, {""type"": ""CROP_NAME"", ""value"": ""ổi Nữ Hoàng"", ""start"": 18, ""end"": 29}, {""type"": ""DATE"", ""value"": ""15/10"", ""start"": 34, ""end"": 39}]"
mua 151g phân vi sinh hết 578.000 VNĐ,"[{""type"": ""QUANTITY"", ""value"": ""151g"", ""start"": 4, ""end"": 8}, {""type"": ""FERTILIZER"", ""value"": ""phân vi sinh"", ""start"": 9, ""end"": 21}, {""type"": ""MONEY"", ""value"": ""578.000 VNĐ"", ""start"": 26, ""end"": 37}]"
bật bơm chìm ở luống A1 trong 2 tuần,"[{""type"": ""DEVICE"", ""value"": ""bơm chìm"", ""start"": 4, ""end"": 12}, {""type"": ""AREA"", ""value"": ""luống A1"", ""start"": 15, ""end"": 23}, {""type"": ""DURATION"", ""value"": ""2 tuần"", ""start"": 30, ""end"": 36}]"
kho lạnh có độ ẩm 89%,"[{""type"": ""AREA"", ""value"": ""kho lạnh"", ""start"": 0, ""end"": 8}, {""type"": ""SENSOR_TYPE_HUMID"", ""value"": ""độ ẩm"", ""start"": 12, ""end"": 17}, {""type"": ""METRIC_VALUE_HUMID"", ""value"": ""89%"", ""start"": 18, ""end"": 21}]"
cảm biến mưa đo được 58 mm,"[{""type"": ""SENSOR_TYPE_RAIN"", ""value"": ""cảm biến mưa"", ""start"": 0, ""end"": 12}, {""type"": ""METRIC_VALUE_RAIN"", ""value"": ""58 mm"", ""start"": 21, ""end"": 26}]"
thu 465 nghìn đồng từ khoai sọ tại vườn cam,"[{""type"": ""MONEY"", ""value"": ""465 nghìn đồng"", ""start"": 4, ""end"": 18}, {""type"": ""CROP_NAME"", ""value"": ""khoai sọ"", ""start"": 22, ""end"": 30}, {""type"": ""AREA"", ""value"": ""vườn cam"", ""start"": 35, ""end"": 43}]"
nghỉ 5 phút,"[{""type"": ""DURATION"", ""value"": ""5 phút"", ""start"": 5, ""end"": 11}]"
bật quạt thông gió ở khu thử nghiệm trong 5 tháng,"[{""type"": ""DEVICE"", ""value"": ""quạt thông gió"", ""start"": 4, ""end"": 18}, {""type"": ""AREA"", ""value"": ""khu thử nghiệm"", ""start"": 21, ""end"": 35}, {""type"": ""DURATION"", ""value"": ""5 tháng"", ""start"": 42, ""end"": 49}]"
trả 626 nghìn đồng tiền Confidor,"[{""type"": ""MONEY"", ""value"": ""626 nghìn đồng"", ""start"": 4, ""end"": 18}, {""type"": ""PESTICIDE"", ""value"": ""Confidor"", ""start"": 24, ""end"": 32}]"
đồng ruộng thu được 48 lít hồng xiêm đầu mùa,"[{""type"": ""AREA"", ""value"": ""đồng ruộng"", ""start"": 0, ""end"": 10}, {""type"": ""QUANTITY"", ""value"": ""48 lít"", ""start"": 20, ""end"": 26}, {""type"": ""CROP_NAME"", ""value"": ""hồng xiêm"", ""start"": 27, ""end"": 36}, {""type"": ""SEASON"", ""value"": ""đầu mùa"", ""start"": 37, ""end"": 44}]"
cần 39 lít vôi bột cho bí ngô đầu mùa,"[{""type"": ""QUANTITY"", ""value"": ""39 lít"", ""start"": 4, ""end"": 10}, {""type"": ""FERTILIZER"", ""value"": ""vôi bột"", ""start"": 11, ""end"": 18}, {""type"": ""CROP_NAME"", ""value"": ""bí ngô"", ""start"": 23, ""end"": 29}, {""type"": ""SEASON"", ""value"": ""đầu mùa"", ""start"": 30, ""end"": 37}]"
