text,label
Hãy cho biết nhiệt độ hôm này thế nào?,sensor_query
xin hãy liệt kê biểu đồ nhiệt độ ngày hôm nay,sensor_query
cho kiểm tra dữ liệu cảm biến của khu a.,sensor_query
So sánh năng suất năm này và năm ngoái.,knowledge_query
Cho xem doanh thu năm nay.,financial_query
mở máy bơm tổng.,device_control
Biểu đồ pH hôm qua.,sensor_query
Phân biệt phân hữu cơ và phân vô cơ với,knowledge_query
vui lòng cho xem dự đoán lợi nhuận của vụ mùa tới,knowledge_query
hãy cho tôi biết dự kiến hòa vốn thời điểm nào,financial_query
Các giai đoạn canh tác khoai tây?,knowledge_query
Kiểm tra chi phí xăng dầu 6 tháng đầu năm.,financial_query
Lịch sử nhiệt độ của luống 2?,sensor_query
pH ở khu B là mấy?,sensor_query
mở máy bơm tính tổng.,device_control
giúp tôi kích hoạt chế độ tưới tự động cho khu b,device_control
Cho xem vốn đầu tư 6 tháng đầu năm.,financial_query
THỬ CHỈ ĐƯỜNG ĐẾN HỒ HOÀN KIẾM,unknown
Hãy cho biết lợi nhuận của vụ mùa vừa rồi.,financial_query
Bật đèn ở nhà kính.,device_control
Lượng mưa hôm này đo được bao nhiêu xem nào,sensor_query
bạn ơi cho tôi biết tỷ giá hối đoái hôm này,unknown
VUI LÒNG THỜI VỤ TRỒNG KHOAI LANG Ở MIỀN TRUNG,knowledge_query
Mật độ trồng cà phê Arabica ở Tây Nguyên?,knowledge_query
độ ẩm cao nhất/thấp nhất 6 tháng đầu năm?,sensor_query
Giá trị kinh tế của hoa lan như thế nào?,knowledge_query
Xu hướng độ ẩm tuần này.,sensor_query
chôm chôm trồng theo quy trình nào?,knowledge_query
kích hoạt quạt thông gió khu C nhé,device_control
Tìm cho tôi một nhà hàng gần đây giùm,unknown
vui lòng cho xem nói lại lần nữa,unknown
Tổng sản lượng tháng 9 là bao nhiêu?,financial_query
Món phở nấu như thế nào với,unknown
Hãy cho biết cây trồng nào tốn nhiều chi phí chăm sóc nhất.,knowledge_query
Thời vụ tưới nước vú sữa ở miền Bắc?,knowledge_query
Kiểm tra trạng thái máy phun sương.,device_control
NGẮT MÁY BƠM TỔNG GIÚP TÔI,device_control
KIỂM TRA BIỂU ĐỒ NHIỆT ĐỘ HÔM NÀY.,sensor_query
thử tra cứu lợi nhuận của cây sầu riêng,financial_query
Vụ nào trồng mít tốt nhất?,knowledge_query
Bật máy phun sương ở luống 2.,device_control
CHO TÔI BIẾT DẤU HIỆU THIẾU ĐẠM TRÊN CÂY LÚA GIÙM,knowledge_query
Số đo ánh sáng luống 2 bao nhiêu?,sensor_query
Hãy cho biết một cộng một bằng là bao nhiêu?,unknown
Kỹ thuật aquaponics cho ngô lai?,knowledge_query
hãy ngày hôm nay là thứ mấy,unknown
hãy bệnh rỉ sắt trên cây cà phê nhận biết ra sao,knowledge_query
Cho tôi biết độ ẩm đất trung bình của nông trại với,sensor_query
kiểm tra lợi nhuận của cây sầu riêng đi,financial_query
Hãy cho biết tôi nên ăn gì tối nay?,unknown
Cho xem chi phí tuần này.,financial_query
Điều chỉnh máy phun sương về thấp.,device_control
Doanh thu từ súp lơ quý này?,financial_query
Cài đặt động cơ tốc độ là mức 3.,device_control
So sánh triệu chứng bệnh lở cổ rễ và bệnh sương mai trên đậu bắp,knowledge_query
Nhện đỏ hại cây cam xem nào,knowledge_query
Cho xem sản lượng tháng trước.,financial_query
Xem báo cáo tài chính tháng này.,financial_query
Hãy cho biết công thức tính diện tích hình tròn.,unknown
Tự động trồng van tưới khi trời mưa.,device_control
Khoảng cách trồng măng cụt?,knowledge_query
cho tôi hỏi tra cứu nhiệt độ nhà màng,sensor_query
Vụ ớt chuông nào có năng suất cao nhất ở miền Trung?,knowledge_query
thử hôm nay là thứ bao nhiêu,unknown
tổng kết thống Mỹ hiện tại là ai nha,unknown
cho tra cứu dữ liệu nhiệt độ 3 giờ qua nhé,sensor_query
thử khu vực nào hoạt động hiệu quả nhất,knowledge_query
Chi phí điện nước hôm nay?,financial_query
Liệt kê thời tiết ngày mai ra sao.,unknown
bạn ơi tính tổng thống mỹ hiện tại là ai,unknown
Doanh thu từ dừa hôm nay?,financial_query
làm ơn cho liệt kê dữ liệu nhiệt độ 3 giờ qua,sensor_query
Thu nhập từ hoa huệ tháng trước,financial_query
vui lòng triệu chứng thiếu magie trên cà chua,knowledge_query
Biểu đồ độ ẩm tháng trước.,sensor_query
Làm ơn món phở nấu như thế nào,unknown
Cách phòng trừ rau lang?,knowledge_query
Mùa vụ ngô lai ở miền Trung?,knowledge_query
Điều chỉnh động cơ về 70%.,device_control
Kỹ thuật tỉa cành cho sầu riêng Ri6?,knowledge_query
xin hãy bạn có thể hát không,unknown
Tự động phòng trừ cửa sổ khi trời mưa.,device_control
Điểm khác biệt giữa bệnh rầy nâu và thán thư,knowledge_query
cho xem mở máy bơm tổng.,device_control
Xem lại các khoản chi ngày hôm qua.,financial_query
Cho xem chi tiêu tháng 9.,financial_query
Hãy cho biết món phở nấu như thế nào?,unknown
LIỆT KÊ CHI PHÍ NÀO CAO BẤT THƯỜNG KHÔNG.,financial_query
Sản lượng dự kiến của khu A là là mấy xem nào,knowledge_query
Trồng lúa theo tiêu chuẩn VietGAP?,knowledge_query
Kích hoạt chế độ tưới tự động cho khu B với,device_control
Cho xem khởi động máy bơm ở khu a trong 15 phút.,device_control
Điều chỉnh rèm che về 25°C.,device_control
Tự động trồng rèm che khi trời mưa.,device_control
Ngưng cảm biến ở vườn cam.,device_control
Cho tôi biết nhiệt độ cao nhất ngày hôm nay là mấy giờ?,sensor_query
Khoảng cách trồng lạc?,knowledge_query
Biểu đồ pH tháng 9.,sensor_query
Tính chi phí của 1 hecta lúa.,financial_query
Chu trình sinh trưởng của ngô lai?,knowledge_query
Cho tôi biết mặt trăng quay quanh trái đất mất bao lâu.,unknown
Báo cáo hiệu quả của hệ thống tưới mới xem nào,knowledge_query
ĐÓNG RÈM CHE NẮNG NHÀ KÍNH GIÚP TÔI,device_control
Hãy cho biết cách nhân giống cây tiêu bằng hom.,knowledge_query
Gợi ý cây trồng cho mùa xuân?,knowledge_query
giúp tôi nhiệt độ ở khu b đang là bao nhiêu độ,sensor_query
Tự động trồng rèm che khi độ ẩm < 50%.,device_control
Mùa vụ bơ ở Đồng bằng sông Cửu Long?,knowledge_query
Thời vụ nhân giống nấm mỡ ở miền Bắc?,knowledge_query
Cho xem thống kê tiền bán nông sản nha,financial_query
báo cáo sản lượng thu hoạch tháng trước giúp tôi,knowledge_query
bạn ơi tôi có thể giúp gì cho bạn,unknown
Ngưng rèm che ở khu B.,device_control
thử cho tôi biết dữ liệu cảm biến 1 giờ trước,sensor_query
Cho cho xem dữ liệu nhiệt độ 3 giờ qua nha,sensor_query
Kiểm tra độ ẩm ở vườn ươm,sensor_query
So sánh doanh thu tháng hiện tại với tháng trước giùm,financial_query
Hãy cho biết lịch sử việt nam nha,unknown
Thu nhập từ nho quý này,financial_query
Xem số liệu nhiệt độ hôm qua.,sensor_query
Quy trình cải tạo đậu đũa?,knowledge_query
rau ngót có tác dụng gì?,knowledge_query
Tác dụng của cà phê,knowledge_query
Tỷ giá hối đoái ngày hôm nay à,unknown
Báo cáo tài chính năm nay,financial_query
Cách làm bẫy pheromone?,knowledge_query
Thời điểm trồng xoài nào tốt nhất?,knowledge_query
Bật đèn ở khu B.,device_control
Doanh thu từ xoài Cát Hòa Lộc tháng này?,financial_query
Hãy cho biết dự toán chi phí cho vụ mùa tới.,financial_query
làm ơn cảm ơn bạn,unknown
Liệt kê ô tô điện hoạt động như thế nào nha,unknown
LIỆT KÊ TIỀN LÃI VAY NGÂN HÀNG THÁNG HIỆN TẠI.,financial_query
Cho tôi thông tin về giá trị kinh tế cây mít Thái,knowledge_query
So sánh triệu chứng bệnh sâu cuốn lá và bệnh thán thư trên lạc,knowledge_query
Chạy máy bơm 1 trong 30 phút với,device_control
dưa chuột có tác dụng gì?,knowledge_query
Thống kê pH năm 2024,sensor_query
thử liệt kê nồng độ dinh dưỡng trong dung dịch thủy canh,sensor_query
GIÚP TÔI CHÚC MỪNG SINH NHẬT,unknown
Điều chỉnh máy phun sương về mức 3.,device_control
giúp tôi cho xem báo cáo tiến độ dự án nhà màng,knowledge_query
Điểm khác biệt giữa bệnh sâu xanh và thối rễ,knowledge_query
Cảm ơn bạn.,unknown
Chi phí nào cao bất thường không đi,financial_query
rau dền trồng theo quy trình nào?,knowledge_query
So sánh triệu chứng bệnh sâu đục quả và bệnh chổi rồng trên thanh long ruột đỏ,knowledge_query
giúp tôi toàn bộ doanh thu tháng hiện tại là bao nhiêu,financial_query
Mật độ trồng húng quế ở miền Bắc?,knowledge_query
Nhận biết cây thiếu dinh dưỡng?,knowledge_query
Ngưng đèn ở nhà kính.,device_control
Kiểm tra độ ẩm đất ở khu B,sensor_query
làm ơn hãy cho biết lúa thiếu kali có biểu hiện gì,knowledge_query
Tự động cải tạo rèm che khi trời mưa.,device_control
Ngắt quạt ở khu a giúp tôi,device_control
Điểm khác biệt giữa bệnh rệp muội và xoăn lá,knowledge_query
Cho hệ thống tưới chạy 30 phút.,device_control
Kỹ thuật tỉa cành cho vú sữa?,knowledge_query
tiền xăng dầu cho máy cày hết bao nhiêu?,financial_query
Chi phí vật tư nông nghiệp tuần hiện tại?,financial_query
So sánh triệu chứng bệnh virus vàng lá và bệnh nấm hồng trên đậu,knowledge_query
Tự động xử lý máy phun sương khi trời mưa.,device_control
Ngưng quạt ở khu B.,device_control
Chi phí xăng dầu tháng 9?,financial_query
Tính sản lượng của nông trại.,financial_query
Tự động chăm sóc rèm che khi trời mưa.,device_control
Lên lịch máy phun sương lúc 8h.,device_control
làm ơn đội bóng nào vô địch world cup 2022,unknown
tổng kết thu nhập của tôi năm hiện tại?,financial_query
hãy cho xem dừng quạt thông gió ở kho lạnh,device_control
Báo cáo toàn bộ hợp chi phí vật tư nông nghiệp với,knowledge_query
Xu hướng CO2 tháng trước.,sensor_query
Phân biệt bệnh Greening với nấm hồng,knowledge_query
làm ơn lợi nhuận ròng của năm 2024,financial_query
Điều chỉnh hệ thống tưới về thấp.,device_control
Liệt kê tiền bán rau sạch hôm này à,financial_query
Thời vụ và mật độ của ớt?,knowledge_query
tính tổng chi phí nhân công tháng 8?,financial_query
vui lòng tiền lãi vay ngân hàng tháng hiện tại,financial_query
Thời vụ và mật độ của cần tây?,knowledge_query
Chi phí giống quý này?,financial_query
CON MÈO KÊU NHƯ THẾ NÀO VỚI,unknown
Bật cửa sổ ở vườn cam.,device_control
Mật độ trồng riềng thích hợp?,knowledge_query
hiện tượng thối rễ trên cây sầu riêng giúp tôi,knowledge_query
xin hãy cây trồng nào tốn nhiều chi phí chăm sóc nhất,knowledge_query
Xem báo cáo công nợ tuần này.,financial_query
xin hãy thống kê thời gian sinh trưởng trung bình của cây,knowledge_query
Các giai đoạn canh tác sắn?,knowledge_query
Cho tôi thông tin về giá trị kinh tế cây thanh long,knowledge_query
Cho hiển thị dữ liệu cảm biến của luống B2 đi,sensor_query
Cho xem hiển thị biểu đồ nhiệt độ ngày hôm nay.,sensor_query
Cho tôi biết độ ẩm đất có cao quá không.,sensor_query
Số đo độ ẩm đất khu C bao nhiêu?,sensor_query
CO2 cao nhất/thấp nhất tháng 9?,sensor_query
Thử cho xem tính lợi nhuận của khu a,financial_query
Mật độ trồng táo ở Đồng bằng sông Cửu Long?,knowledge_query
Doanh thu từ vườn ổi là mấy đi,financial_query
Làm sao để gieo hạt đậu đũa?,knowledge_query
Cho máy bơm 3 chạy 10 phút nhé,device_control
hãy báo cáo về các khu vực đất trống,knowledge_query
CHO TÔI BIẾT NHIỆT ĐỘ NGÀY HÔM NAY THẾ NÀO?,sensor_query
Bật rèm che ở nhà kính.,device_control
Giá trị kinh tế của khoai tây như thế nào?,knowledge_query
mở van xả nước ơi,device_control
cho tôi hỏi tôi nên ăn gì tối nay,unknown
cho xem báo cáo tổng cộng quan về sức khỏe cây trồng.,knowledge_query
vui lòng cho xem tính lợi nhuận của khu a,financial_query
Cho tôi biết cảm biến ánh sáng báo mấy lux?,sensor_query
Cho xem tạm ngừng hệ thống tưới ở nhà màng số 1 đi,device_control
Tính chi phí của nông trại.,financial_query
bạn ơi kích hoạt đèn sưởi cho cây con,device_control
Số đo CO2 vườn ươm bao nhiêu?,sensor_query
Doanh thu từ riềng tháng 9?,financial_query
Vụ vú sữa nào có năng suất cao nhất ở miền Bắc?,knowledge_query
Doanh thu bán dưa hấu vụ Tết nhé,financial_query
Thống kê độ ẩm đất hôm nay,sensor_query
cho xem tra cứu công nợ của đại lý b.,financial_query
Cho xem khởi động máy bơm tổng cộng.,device_control
CO2 ở khu vực 1 là mấy?,sensor_query
Lợi ích sức khỏe của chôm chôm?,knowledge_query
Ngưng đèn ở khu C.,device_control
Điểm khác biệt giữa bệnh thối thân và rỉ sắt,knowledge_query
Điều chỉnh máy bơm về thấp.,device_control
CO2 cao nhất/thấp nhất tháng này?,sensor_query
LIỆT KÊ DỮ LIỆU CẢM BIẾN ĐỘ ẨM GẦN NHẤT.,sensor_query
Số đo độ ẩm khu B bao nhiêu?,sensor_query
So sánh độ ẩm giữa khu A và khu B à,sensor_query
tạm ngừng máy sưởi xem nào,device_control
ngắt máy sưởi.,device_control
Liệt kê tiền thuốc trừ sâu đã chi là mấy?,financial_query
Xem số liệu pH hôm qua.,sensor_query
Cho tôi biết giá vàng hôm này thế nào?,unknown
Một cộng một bằng là mấy?,unknown
Con mèo kêu như thế nào nhé,unknown
Hãy cho biết cảm biến ánh sáng báo là mấy lux với,sensor_query
Hãy cho biết dấu hiệu của lúa thiếu kali.,knowledge_query
vui lòng tôi nên ăn gì tối nay,unknown
bạn ơi cảm biến ánh sáng báo mấy lux,sensor_query
Bật cảm biến ở nhà màng.,device_control
Xem báo cáo công nợ tháng 9.,financial_query
Xem báo cáo công nợ hôm nay.,financial_query
thử cho cho biết chỉ số ánh sáng par,sensor_query
Cho tôi biết độ ẩm đất khu a mấy phần trăm?,sensor_query
tra cứu lại các khoản chi ngày hôm qua.,financial_query
Giảm thời gian tưới ở khu A xuống 5 phút giúp tôi,device_control
Tự động xử lý quạt khi ban ngày.,device_control
Tự động nhân giống máy phun sương khi ban ngày.,device_control
Hãy cho biết lợi nhuận ròng của năm 2024.,financial_query
Cho xem ngắt tất cả các máy bơm đi,device_control
Giá trị độ ẩm đất có bình thường không?,sensor_query
Kiểm tra trạng thái máy bơm.,device_control
giúp tôi độ ẩm đất trung bình của nông trại,sensor_query
Khoảng cách trồng đậu bắp?,knowledge_query
Mùa vụ mía ở miền Bắc?,knowledge_query
Cho van tưới chạy 1 giờ.,device_control
CHO TÔI BIẾT LÚC NÀO NÊN BÓN PHÂN NPK CHO CÂY CÀ PHÊ.,knowledge_query
Cảm biến độ ẩm khu c báo là bao nhiêu xem nào,sensor_query
Tổng lợi nhuận tuần này là bao nhiêu?,financial_query
Thu nhập từ chôm chôm tháng 9,financial_query
Xem báo cáo dòng tiền năm 2024.,financial_query
Điểm khác biệt giữa bệnh rệp muội và đạo ôn,knowledge_query
vui lòng tình trạng pin của cảm biến không dây,sensor_query
Cài đặt đèn thời gian là 70%.,device_control
Bệnh tuyến trùng trên cao su nhận biết như thế nào?,knowledge_query
Kiểm tra chi phí vật tư hôm nay.,financial_query
Lợi nhuận của giống ST25 năm nay?,financial_query
cho tôi hỏi cho xem ngừng tưới ở khu d,device_control
độ ẩm đất cao nhất/thấp nhất quý này?,sensor_query
toàn bộ kết thu chi 6 tháng đầu năm đi,financial_query
Cường độ ánh sáng hiện tại xem nào,sensor_query
giúp tôi đổi 100 usd sang vnd,unknown
giúp tôi toàn bộ thống mỹ hiện tại là ai,unknown
bạn ơi liệt kê lợi ích của việc trồng cây họ đậu,knowledge_query
HÃY THỐNG KÊ SỐ LẦN PHUN THUỐC TRONG 3 THÁNG QUA,knowledge_query
Hãy tiền nào chưa thanh toán,financial_query
Cài đặt rèm che chế độ là mức 3.,device_control
Cảm biến độ ẩm khu C báo bao nhiêu?,sensor_query
độ ẩm cao nhất/thấp nhất năm nay?,sensor_query
Xem số liệu CO2 năm nay.,sensor_query
XIN HÃY MỰC NƯỚC TRONG BỂ CHỨA CÒN LÀ BAO NHIÊU,sensor_query
Tổng chi phí quý này là bao nhiêu?,financial_query
độ ẩm đất ở nhà màng là mấy?,sensor_query
cho tôi hỏi kích hoạt van xả lũ,device_control
Hãy cho biết bạn là ai xem nào,unknown
Tự động phòng trừ cảm biến khi nhiệt độ > 30°C.,device_control
làm ơn tiền xăng dầu cho máy cày hết bao nhiêu,financial_query
Lịch sử độ ẩm của nhà màng?,sensor_query
húng quế bị bọ phấn trắng xử lý thế nào?,knowledge_query
Mùa vụ hoa cúc ở miền Bắc?,knowledge_query
Các giai đoạn canh tác xoài?,knowledge_query
Lịch sử độ ẩm đất của luống 1?,sensor_query
Con chó của tôi bị ốm à,unknown
HIỂN THỊ BIỂU ĐỒ NHIỆT ĐỘ HÔM NÀY.,sensor_query
Các giai đoạn canh tác mít Thái?,knowledge_query
Vui lòng tạm ngừng quạt thông gió ở kho lạnh,device_control
liệt kê tôi có thể giúp gì cho bạn?,unknown
Tiền lãi vay ngân hàng tháng hiện tại đi,financial_query
Xu hướng độ ẩm đất tháng trước.,sensor_query
bạn ơi chi phí đầu tư ban đầu cho nhà kính,financial_query
Chi tiêu tháng trước bao nhiêu?,financial_query
Giống bưởi da xanh trồng ở đâu tốt nhất giùm,knowledge_query
Cho xem kiểm tra báo cáo tài chính tháng 9.,financial_query
xin hãy cảm biến ánh sáng báo mấy lux,sensor_query
Thu nhập từ khoai tây năm 2024,financial_query
Cảm biến độ ẩm khu C báo là mấy?,sensor_query
Kỹ thuật VAC cho cải thảo?,knowledge_query
Điểm khác biệt giữa bệnh thối rễ và xoăn lá,knowledge_query
xin hãy hãy cho biết chi phí nào cao bất thường không,financial_query
Xu hướng độ ẩm đất tuần này.,sensor_query
Tự động trồng van tưới khi nhiệt độ > 30°C.,device_control
Cài đặt cửa sổ tốc độ là mức 3.,device_control
Biểu đồ ánh sáng tuần này.,sensor_query
xin hãy nhiệt độ cao nhất hôm nay là là bao nhiêu giờ,sensor_query
Cho tôi biết thủ đô của pháp là gì?,unknown
đóng máy bơm tổng nha,device_control
Cho cửa sổ chạy 30 phút.,device_control
mùa mưa ở Đồng bằng sông Cửu Long nên trồng chanh nào?,knowledge_query
Tự động gieo hạt quạt khi nhiệt độ > 30°C.,device_control
hãy chi phí đầu tư ban đầu cho nhà kính,financial_query
hãy liệt kê tin tức mới nhất ngày hôm nay,unknown
Chúc mừng sinh nhật giùm,unknown
Cho xem phân tích rủi ro thời tiết ảnh hưởng đến vụ mùa với,knowledge_query
ĐẶT CHO TÔI MỘT CHIẾC BÁNH PIZZA ĐI,unknown
Thời vụ bón phân thanh long ở Đồng bằng sông Cửu Long?,knowledge_query
Lợi ích kinh tế khi trồng mồng tơi?,knowledge_query
Chi phí điện nước hôm qua?,financial_query
BẠN ƠI LÀM ĐẤT TRỒNG RAU SẠCH TẠI NHÀ,knowledge_query
xin hãy tháng 7 lỗ hay lãi,financial_query
Gợi ý cây trồng cho mùa đông?,knowledge_query
Cho xem đóng chế độ tưới tự động.,device_control
Hãy cho biết khu vực nào hoạt động hiệu quả nhất.,knowledge_query
bạn ơi cho xem kiểm tra cảm biến ở khu vực mới,sensor_query
Thu nhập từ bưởi tháng này,financial_query
Tự động tưới nước máy bơm khi trời mưa.,device_control
giúp tôi hôm nay là thứ bao nhiêu,unknown
Kỹ thuật ghép cành cho chanh?,knowledge_query
Kiểm tra chi phí điện nước hôm qua.,financial_query
Xem số liệu ánh sáng tháng 9.,sensor_query
súp lơ xanh bị sương mai xử lý thế nào?,knowledge_query
Bạn là ai à,unknown
Phân biệt bệnh sâu tơ với xoăn lá,knowledge_query
Cho xem khởi động quạt thông gió khu c.,device_control
ngày hôm nay là thứ là mấy?,unknown
lúa trồng theo quy trình nào?,knowledge_query
Tổng cộng tiền điện tháng nay?,financial_query
Số đo độ ẩm luống 1 bao nhiêu?,sensor_query
Hãy cho biết mặt trăng quay quanh trái đất mất bao lâu với,unknown
Cho tôi thông tin về giá trị kinh tế cây dưa hấu,knowledge_query
Cho xem tra cứu nhiệt độ nhà màng à,sensor_query
động cơ có đang hoạt động không?,device_control
cho xem tra cứu lại các khoản chi ngày hôm qua.,financial_query
tính tổng doanh thu tháng nay là bao nhiêu ơi,financial_query
Điều chỉnh van tưới về 70%.,device_control
xin hãy so sánh doanh thu tháng hiện tại với tháng trước,financial_query
So sánh độ ẩm giữa khu A và khu B ơi,sensor_query
Lịch sử độ ẩm đất của khu A?,sensor_query
Lên lịch rèm che lúc 8h.,device_control
Doanh thu từ na tháng 9?,financial_query
xin hãy liệt kê bạn có thông minh không,unknown
Vụ nào trồng rau muống tốt nhất?,knowledge_query
Làm ơn nhện đỏ hại cây cam,knowledge_query
LÀM ƠN SỐ DƯ TÀI KHOẢN HIỆN TẠI,financial_query
Hãy cho biết giống ngô lai f1 có ưu điểm gì?,knowledge_query
Nhiệt độ nước tưới là là bao nhiêu?,sensor_query
Thống kê độ ẩm tuần này,sensor_query
hãy cho biết do đâu bầu trời màu xanh à,unknown
Báo cáo tính tổng hợp chi phí vật tư nông nghiệp.,knowledge_query
Bật cửa sổ ở nhà kính.,device_control
So sánh triệu chứng bệnh bọ nhảy và bệnh thối rễ trên vải thiều,knowledge_query
XIN HÃY TIN TỨC MỚI NHẤT HÔM NÀY,unknown
Thu nhập từ cải thảo năm nay,financial_query
làm ơn hãy cho biết là bao nhiêu giờ rồi,unknown
pH cao nhất/thấp nhất tháng 9?,sensor_query
Vụ nào trồng sầu riêng tốt nhất?,knowledge_query
Mực nước trong bể chứa còn là bao nhiêu xem nào,sensor_query
ngắt máy bơm tổng với,device_control
Hẹn 5 giờ sáng mai tưới khu A nha,device_control
cho tôi hỏi bệnh chổi rồng trên nhãn,knowledge_query
Cho xem ngắt máy sưởi giùm,device_control
Cài đặt máy phun sương chế độ là cao.,device_control
Bật hệ thống tưới ở nhà kính.,device_control
Cho xem liệt kê báo cáo tài chính tháng 9.,financial_query
Nhiệt độ ngày hôm nay thế nào nha,sensor_query
LÀM ƠN CHÀO BẠN,unknown
Báo cáo thuế tháng này?,financial_query
vui lòng tưới cho vườn cam 20 phút,device_control
Vụ nào trồng súp lơ tốt nhất?,knowledge_query
xin hãy cho xem dừng quạt ở khu a,device_control
cho tôi hỏi cho xem thống kê các loại sâu bệnh thường gặp nhất,knowledge_query
cho tôi hỏi triệu chứng cây thiếu phân,knowledge_query
Độ ẩm đất khu A là bao nhiêu phần trăm?,sensor_query
Tự động thu hoạch cửa sổ khi ban ngày.,device_control
xin hãy hôm này là thứ mấy,unknown
Cho xem tạm ngừng đèn nhà kính.,device_control
Doanh thu từ cà pháo tháng trước?,financial_query
Hãy cho biết tôi có thể giúp gì cho bạn đi,unknown
Liệt kê độ ph của đất ở luống 5.,sensor_query
Doanh thu từ khoai sọ quý này?,financial_query
thử cảm biến mưa có hoạt động không,sensor_query
hôm qua lỗ hay lãi?,financial_query
Quy trình canh tác súp lơ xanh có mấy giai đoạn?,knowledge_query
hãy kích hoạt van xả lũ,device_control
Cho cảm biến chạy 30 phút.,device_control
giúp tôi chu kỳ sinh trưởng của cây lúa,knowledge_query
Tắt quạt ở khu A.,device_control
