text,label
"Phân tích hiệu quả sử dụng phân bón NPK.",analytics_query
"Cây trồng nào đang mang lại lợi nhuận cao nhất?",analytics_query
"Thống kê chi phí theo từng loại cây trồng.",analytics_query
"Báo cáo tỷ lệ sâu bệnh của vườn cam.",analytics_query
"Phân tích mức độ tiêu thụ nước của khu B.",analytics_query
"Sản lượng thực tế so với dự kiến?",analytics_query
"Tạo biểu đồ tăng trưởng của cây ở khu C.",analytics_query
"Báo cáo tổng hợp chi phí vật tư nông nghiệp.",analytics_query
"Phân tích năng suất của giống lúa ST25.",analytics_query
"Cây trồng nào tốn nhiều chi phí chăm sóc nhất?",analytics_query
"Dự báo sản lượng dưa hấu vụ Tết.",analytics_query
"Thống kê số lần phun thuốc trong 3 tháng qua.",analytics_query
"Báo cáo hiệu quả của hệ thống tưới mới.",analytics_query
"Phân tích chi phí nhân công theo từng hoạt động.",analytics_query
"Khu vực nào có năng suất thấp nhất?",analytics_query
"So sánh sản lượng giữa các khu vực trồng lúa.",analytics_query
"Tạo báo cáo chi tiết về khu F.",analytics_query
"Phân tích xu hướng chi phí hàng tháng.",analytics_query
"Dự đoán lợi nhuận của vụ mùa tới.",analytics_query
"Báo cáo về tình hình sử dụng đất.",analytics_query
"Thống kê các loại sâu bệnh thường gặp nhất.",analytics_query
"Phân tích mối tương quan giữa nhiệt độ và sản lượng.",analytics_query
"Báo cáo chi phí trên mỗi đơn vị sản phẩm.",analytics_query
"Khu vực nào cần ưu tiên cải tạo?",analytics_query
"Phân tích lợi nhuận của mô hình xen canh.",analytics_query
"So sánh hiệu quả của 2 loại phân bón A và B.",analytics_query
"Tạo báo cáo tổng kết năm.",analytics_query
"Dự báo nhu cầu nước tưới cho tuần tới.",analytics_query
"Thống kê sản lượng theo từng giống cây.",analytics_query
"Phân tích chi phí sản xuất 1kg cà chua.",analytics_query
"Báo cáo về các hoạt động đã hoàn thành.",analytics_query
"Khu vực nào hoạt động hiệu quả nhất?",analytics_query
"Phân tích rủi ro thời tiết ảnh hưởng đến vụ mùa.",analytics_query
"Dự báo giá bán nông sản tháng sau?",analytics_query
"Thống kê thời gian sinh trưởng trung bình của cây.",analytics_query
"Báo cáo tồn kho vật tư.",analytics_query
"Phân tích chi phí thuốc trừ sâu.",analytics_query
"Dự đoán thời điểm thu hoạch rộ?",analytics_query
"Báo cáo về các khu vực đất trống.",analytics_query
"Phân tích tỷ lệ nảy mầm của hạt giống.",analytics_query
"So sánh năng suất năm nay và năm ngoái.",analytics_query
"Báo cáo tổng quan về sức khỏe cây trồng.",analytics_query
"Phân tích hiệu quả của nhân công.",analytics_query
"Khu vực nào có chi phí vận hành cao nhất?",analytics_query
"Báo cáo tiến độ dự án nhà màng.",analytics_query
"Phân tích dữ liệu cảm biến độ ẩm đất.",analytics_query
"Bật máy bơm ở khu A trong 15 phút.",device_control
"Tưới nước cho luống B2 ngay bây giờ.",device_control
"Tắt hệ thống tưới ở nhà màng số 1.",device_control
"Mở van nước số 3.",device_control
"Hẹn giờ bật đèn lúc 6h tối cho vườn ươm.",device_control
"Tắt quạt thông gió ở kho lạnh.",device_control
"Điều khiển bơm nước 5 phút nữa ở khu C.",device_control
"Bật máy bơm 1.",device_control
"Tắt máy bơm 2.",device_control
"Tưới cho vườn cam 20 phút.",device_control
"Mở van xả nước.",device_control
"Tắt tất cả các máy bơm.",device_control
"Bật đèn ở khu vực ươm giống.",device_control
"Giảm thời gian tưới ở khu A xuống 5 phút.",device_control
"Dừng hệ thống tưới khẩn cấp.",device_control
"Kích hoạt chế độ tưới tự động cho khu B.",device_control
"Tắt chế độ tưới tự động.",device_control
"Mở máy phun sương 10 phút.",device_control
"Tắt đèn nhà kính.",device_control
"Bật quạt thông gió khu C.",device_control
"Điều chỉnh van số 4 mở 50%.",device_control
"Tưới nước cho luống rau cải.",device_control
"Ngừng tưới ở khu D.",device_control
"Hãy bật máy bơm ở khu F.",device_control
"Chạy máy bơm 1 trong 30 phút.",device_control
"Hẹn 5 giờ sáng mai tưới khu A.",device_control
"Bật hệ thống châm phân.",device_control
"Tắt hệ thống châm phân.",device_control
"Mở rèm che nắng nhà kính.",device_control
"Đóng rèm che nắng nhà kính.",device_control
"Bật hệ thống sưởi cho vườn ươm.",device_control
"Tắt máy sưởi.",device_control
"Điều khiển van tưới số 5.",device_control
"Bật cho tôi máy bơm.",device_control
"Tắt đèn đi.",device_control
"Hãy tưới nước cho tôi.",device_control
"Cho máy bơm 3 chạy 10 phút.",device_control
"Dừng tưới ở luống B1.",device_control
"Kích hoạt van xả lũ.",device_control
"Bật đèn sưởi cho cây con.",device_control
"Tắt quạt ở khu A.",device_control
"Mở máy bơm nước tưới cây.",device_control
"Tắt hệ thống chiếu sáng.",device_control
"Bật van điện từ số 2.",device_control
"Tắt van điện từ số 2.",device_control
"Tưới nước 10 phút cho khu G.",device_control
"Đóng van nước số 1.",device_control
"Bật máy bơm tổng.",device_control
"Tắt máy bơm tổng.",device_control
"Độ ẩm đất hiện tại là bao nhiêu?",sensor_query
"Nhiệt độ ở khu B đang là mấy độ?",sensor_query
"Kiểm tra ánh sáng ở vườn ươm.",sensor_query
"Cho xem dữ liệu cảm biến của khu A.",sensor_query
"Độ ẩm đất có thấp quá không?",sensor_query
"Nhiệt độ hôm nay thế nào?",sensor_query
"Ánh sáng có đủ cho cây không?",sensor_query
"Nồng độ CO2 trong nhà kính là bao nhiêu?",sensor_query
"Độ pH của đất ở luống 5?",sensor_query
"Cảm biến độ ẩm khu C báo bao nhiêu?",sensor_query
"Kiểm tra nhiệt độ kho lạnh.",sensor_query
"Độ dẫn điện của đất (EC) ở khu A?",sensor_query
"Cường độ ánh sáng hiện tại?",sensor_query
"Nhiệt độ ngoài trời là bao nhiêu?",sensor_query
"Cho xem dữ liệu nhiệt độ 3 giờ qua.",sensor_query
"Độ ẩm không khí trong nhà màng?",sensor_query
"Lượng mưa hôm nay đo được bao nhiêu?",sensor_query
"Tốc độ gió hiện tại?",sensor_query
"Cảm biến nào đang báo động?",sensor_query
"Kiểm tra tất cả cảm biến ở khu B.",sensor_query
"Nhiệt độ đất ở luống 3?",sensor_query
"Độ ẩm đất ở khu vực trồng cam?",sensor_query
"Cho xem chỉ số ánh sáng PAR.",sensor_query
"Nhiệt độ nước tưới là bao nhiêu?",sensor_query
"Cảm biến độ ẩm lá có ướt không?",sensor_query
"Kiểm tra cảm biến khí gas trong kho.",sensor_query
"Nồng độ O2 trong hồ cá (nếu có)?",sensor_query
"Mực nước trong bể chứa còn bao nhiêu?",sensor_query
"Cho xem dữ liệu cảm biến của luống B2.",sensor_query
"Độ ẩm đất trung bình của nông trại?",sensor_query
"Nhiệt độ cao nhất hôm nay là mấy giờ?",sensor_query
"Dữ liệu cảm biến pH có ổn không?",sensor_query
"Kiểm tra cảm biến ở khu vực mới.",sensor_query
"Giá trị cảm biến EC là gì?",sensor_query
"So sánh độ ẩm giữa khu A và khu B.",sensor_query
"Nhiệt độ có đang tăng không?",sensor_query
"Cảm biến ánh sáng báo bao nhiêu lux?",sensor_query
"Tình trạng pin của cảm biến không dây?",sensor_query
"Dữ liệu cảm biến độ ẩm gần nhất?",sensor_query
"Lấy cho tôi nhiệt độ khu C.",sensor_query
"Độ ẩm đất khu A bao nhiêu phần trăm?",sensor_query
"Xem nhiệt độ nhà màng.",sensor_query
"Dữ liệu cảm biến 1 giờ trước?",sensor_query
"Nồng độ dinh dưỡng trong dung dịch thủy canh?",sensor_query
"Cảm biến mưa có hoạt động không?",sensor_query
"Kiểm tra cảm biến nhiệt độ số 5.",sensor_query
"Độ ẩm đất có cao quá không?",sensor_query
"Xem biểu đồ nhiệt độ hôm nay.",sensor_query
"Cảm biến nào đang offline?",sensor_query
"Giá vàng hôm nay thế nào?",unknown
"Thời tiết ngày mai ra sao?",unknown
"Bạn là ai?",unknown
"Kể cho tôi một câu chuyện cười.",unknown
"Chào bạn.",unknown
"Tạm biệt.",unknown
"Thủ đô của Pháp là gì?",unknown
"Công thức tính diện tích hình tròn?",unknown
"Hôm nay là thứ mấy?",unknown
"Đặt cho tôi một chiếc bánh pizza.",unknown
"Tổng thống Mỹ hiện tại là ai?",unknown
"Bitcoin giá bao nhiêu?",unknown
"Mấy giờ rồi?",unknown
"Đổi 100 USD sang VND.",unknown
"Một cộng một bằng mấy?",unknown
"Bài hát đang hot hiện nay?",unknown
"Chỉ đường đến hồ Hoàn Kiếm.",unknown
"Cảm ơn bạn.",unknown
"Tôi nên ăn gì tối nay?",unknown
"Tại sao bầu trời màu xanh?",unknown
"Đội bóng nào vô địch World Cup 2022?",unknown
"Con mèo kêu như thế nào?",unknown
"Tìm cho tôi một nhà hàng gần đây.",unknown
"Lịch sử Việt Nam?",unknown
"Bạn có thông minh không?",unknown
"Tôi buồn quá.",unknown
"Chúc ngủ ngon.",unknown
"Dịch 'hello' sang tiếng Việt.",unknown
"Ai đã viết 'Truyện Kiều'?",unknown
"Tỷ giá hối đoái hôm nay?",unknown
"Học lập trình bắt đầu từ đâu?",unknown
"Làm thế nào để giảm cân?",unknown
"Bạn có thể hát không?",unknown
"Ô tô điện hoạt động như thế nào?",unknown
"Đồng Eiffel ở đâu?",unknown
"Chúc mừng sinh nhật.",unknown
"Tôi có thể giúp gì cho bạn?",unknown
"Tin tức mới nhất hôm nay?",unknown
"Mặt trăng quay quanh Trái Đất mất bao lâu?",unknown
"Mua cổ phiếu nào tốt?",unknown
"Con chó của tôi bị ốm.",unknown
"OK.",unknown
"Tuyệt vời!",unknown
"Tôi không hiểu.",unknown
"Nói lại lần nữa.",unknown
"Bạn có biết bơi không?",unknown
"Món phở nấu như thế nào?",unknown
"Đang có phim gì hay ở rạp?",unknown
"Trái Đất hình gì?",unknown
